id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,class
174368,7200, 36 months,18.75,263.02,D,1 year,RENT,65000,Not Verified,vacation,22.17,0,Dec-95,0,16,0,7657,77.1,38,0,0,0,685,106796,9934,1
337528,35000, 60 months,24.5,1017.07,F,4 years,MORTGAGE,107000,Verified,debt_consolidation,15.48,0,Aug-05,3,7,0,16508,70.8,20,0,0,0,0,43113,23300,1
95575,2000, 36 months,17.56,71.87,D,6 years,RENT,65500,Source Verified,other,3.17,0,May-04,0,7,0,0,0,12,271.03,0,0,0,4980,12500,1
336077,30000, 36 months,18.24,1088.19,D,10+ years,OWN,280000,Source Verified,small_business,7.44,0,Sep-93,4,9,0,10621,49.6,37,2600,0,0,0,288149,21400,1
338567,15000, 60 months,17.57,377.41,D,10+ years,RENT,61000,Source Verified,debt_consolidation,18.89,0,Oct-91,0,7,0,27669,87.6,23,3460.67,0,0,0,39812,31600,1
384213,10000, 60 months,12.49,224.93,B,7 years,MORTGAGE,72500,Source Verified,debt_consolidation,19.72,0,Apr-01,0,10,0,15921,85.1,37,0,0,0,0,186595,18700,1
462536,12000, 60 months,19.22,312.75,D,2 years,RENT,58000,Source Verified,debt_consolidation,17.93,0,Jul-08,0,9,0,12895,59.2,18,1638.82,0,0,0,36453,21800,1
254783,30000, 60 months,19.24,782.19,E,10+ years,RENT,95000,Verified,credit_card,5.53,0,Jan-03,1,5,0,20432,85.8,13,0,0,0,0,20432,23800,1
130214,15050, 36 months,13.11,507.9,B,3 years,MORTGAGE,42000,Source Verified,debt_consolidation,15.17,0,Oct-97,1,9,1,6273,56.5,21,1651.89,0,0,633,97446,11100,1
148314,25000, 36 months,11.14,820.13,B,9 years,MORTGAGE,140000,Verified,debt_consolidation,16.55,0,Sep-96,2,11,0,23033,44.7,21,0,0,0,0,46312,54600,1
456122,10000, 36 months,11.99,332.1,B,< 1 year,RENT,30000,Not Verified,credit_card,23.21,0,Aug-85,1,13,0,13911,82.3,21,1137.28,0,0,0,49433,16900,1
104315,25450, 60 months,21.6,697.13,E,4 years,MORTGAGE,57000,Verified,debt_consolidation,22.11,0,Jul-90,0,10,0,21960,88.2,23,10.2,0,0,0,120306,24900,1
73392,25000, 60 months,17.1,622.66,C,3 years,MORTGAGE,82000,Verified,debt_consolidation,8.71,0,Sep-00,2,18,0,19003,36.1,36,0,0,0,0,291800,52600,1
188076,24000, 60 months,22.47,669.29,E,10+ years,MORTGAGE,95000,Verified,debt_consolidation,7.29,0,Feb-95,0,16,0,22178,81.1,24,3016.03,0,0,0,188967,27340,1
183207,21000, 36 months,18.75,767.13,D,1 year,RENT,49920,Verified,major_purchase,5.72,0,May-01,0,4,0,12453,92.9,17,2081.35,0,0,0,12453,13400,1
142687,4000, 36 months,13.11,134.99,B,n/a,MORTGAGE,32328.28,Verified,debt_consolidation,28.8,0,Jan-82,0,7,1,7596,67.8,22,0,0,0,0,95227,11200,1
196022,2000, 36 months,12.12,66.55,B,n/a,RENT,12500,Not Verified,debt_consolidation,17.66,0,May-04,0,6,0,5395,88.4,8,203.83,0,0,0,5395,6100,1
399296,22475, 60 months,18.25,573.78,D,10+ years,MORTGAGE,67000,Source Verified,debt_consolidation,24.44,0,Aug-01,1,13,0,16191,72.6,28,0,0,0,0,271359,22300,1
296535,6000, 36 months,16.99,213.89,D,10+ years,RENT,85000,Source Verified,debt_consolidation,20.67,1,Feb-00,1,18,0,24033,75.6,25,0,1,0,0,28175,31800,1
96914,20000, 60 months,22.2,554.66,E,2 years,RENT,1.00E+05,Verified,debt_consolidation,19.62,0,Nov-00,0,17,0,18681,78.2,34,0,0,0,0,58889,23900,1
116704,10000, 36 months,7.9,312.91,A,< 1 year,MORTGAGE,55000,Not Verified,debt_consolidation,10.09,2,Nov-92,0,10,1,4322,13.9,16,0,0,0,0,118094,31100,1
365863,30000, 60 months,14.99,713.55,C,1 year,RENT,95000,Source Verified,credit_card,27.06,0,Nov-03,0,12,0,41133,86.2,20,0,0,0,0,116290,47700,1
156616,14400, 60 months,19.05,373.95,D,10+ years,MORTGAGE,55000,Verified,credit_card,33.01,0,Jan-97,1,14,0,23698,50.9,35,0,0,0,0,116668,46600,1
86609,20950, 60 months,19.2,545.77,D,10+ years,RENT,48000,Source Verified,debt_consolidation,34.05,0,Mar-97,0,18,1,24722,82.4,36,0,0,0,0,56129,30000,1
290934,24250, 60 months,18.99,628.93,E,5 years,RENT,58000,Source Verified,credit_card,11.23,0,Mar-98,2,17,0,22145,16.1,19,4255.12,0,0,0,22145,137300,1
155505,9100, 36 months,14.09,311.42,B,10+ years,RENT,48000,Not Verified,credit_card,4.39,0,Sep-99,0,4,0,7359,65.1,15,0,0,0,0,7359,11300,1
181096,11300, 36 months,15.31,393.44,C,10+ years,RENT,42000,Verified,debt_consolidation,25.6,1,Feb-00,2,7,0,12157,67.9,22,0,0,0,0,46932,17900,1
268242,12725, 60 months,18.24,324.8,D,4 years,RENT,37389.6,Verified,debt_consolidation,32.62,0,Sep-05,1,7,0,9924,89.4,18,0,0,0,0,55720,11100,1
767512,22000, 60 months,21.67,603.5,E,10+ years,RENT,65000,Verified,debt_consolidation,18,0,Dec-96,3,19,0,21750,60.9,31,0,0,0,0,73245,35700,1
462840,7875, 36 months,22.9,304.43,E,4 years,RENT,25000,Verified,credit_card,17.27,0,Aug-03,0,7,0,17849,72.9,14,1089.73,0,0,0,17849,24500,1
179344,9600, 36 months,10.16,310.49,B,7 years,MORTGAGE,80860,Source Verified,credit_card,14.17,1,Oct-01,3,11,0,15052,46.2,28,0,0,0,0,191366,32600,1
437802,5950, 36 months,13.65,202.35,C,n/a,RENT,20400,Verified,debt_consolidation,26.59,0,Oct-02,0,5,1,1803,56.3,8,0,0,0,105,17796,3200,1
376741,7125, 36 months,16.99,254,D,6 years,MORTGAGE,73000,Source Verified,debt_consolidation,25.42,0,Jan-02,2,12,1,18420,91.6,22,1089.82,0,0,0,441803,20100,1
327255,20950, 60 months,19.52,549.47,E,5 years,MORTGAGE,50000,Source Verified,debt_consolidation,22.88,0,Aug-01,1,8,0,13343,66.4,21,3525.09,0,0,0,218387,20100,1
192708,6000, 36 months,7.9,187.75,A,10+ years,MORTGAGE,50000,Verified,credit_card,33.02,0,Oct-92,0,8,0,20141,42.2,24,252.39,0,0,0,50536,47700,1
195113,11500, 36 months,14.33,394.89,C,4 years,RENT,35000,Verified,debt_consolidation,30.17,0,Sep-07,1,7,0,10332,80.7,7,1121.65,0,0,0,33196,12800,1
164830,4000, 36 months,19.05,146.73,D,n/a,RENT,36000,Source Verified,other,1.7,0,Dec-04,1,3,0,952,28.8,6,400.06,0,0,0,952,3300,1
459680,18500, 36 months,7.9,578.87,A,10+ years,MORTGAGE,86600,Not Verified,credit_card,15.73,1,Aug-99,1,17,0,22890,85.1,25,0,0,0,0,257688,26900,1
99457,14000, 60 months,24.08,403.41,F,3 years,RENT,60000,Verified,credit_card,19.42,1,Oct-01,3,16,0,12928,42.5,33,0,0,0,0,108282,30400,1
86230,14400, 60 months,20.2,383.12,D,3 years,RENT,60000,Source Verified,car,14.86,0,Jan-99,3,12,0,6150,31.1,25,0,0,0,0,24475,19800,1
180768,10000, 36 months,15.31,348.18,C,10+ years,RENT,60000,Not Verified,debt_consolidation,21.2,2,Nov-94,0,21,0,17355,48.2,37,0,0,0,0,92423,36000,1
68238,10000, 36 months,14.3,343.24,C,7 years,RENT,50380,Not Verified,credit_card,22.01,0,Mar-91,0,13,0,10394,75.3,24,1013.22,0,0,0,34109,13800,1
423692,18000, 60 months,19.99,476.79,E,10+ years,MORTGAGE,67500,Source Verified,debt_consolidation,33.24,0,Jan-04,1,18,0,21595,86,26,0,0,0,0,64510,25100,1
348371,18825, 36 months,15.61,658.22,D,4 years,OWN,42000,Verified,debt_consolidation,28.94,0,Mar-96,4,16,1,11804,75,60,0,0,0,0,54816,15800,1
135877,11325, 36 months,19.72,419.27,D,3 years,OWN,34000,Verified,debt_consolidation,22.8,0,Sep-89,1,12,0,9688,59.1,24,1202.07,0,0,0,20361,16400,1
387886,15000, 60 months,14.99,356.78,C,10+ years,MORTGAGE,65000,Source Verified,debt_consolidation,19.41,0,May-01,1,8,0,3046,64.8,22,1986.48,0,0,398,149676,4700,1
158711,24000, 36 months,6.03,730.46,A,1 year,MORTGAGE,160000,Not Verified,debt_consolidation,7.11,1,May-99,2,13,0,10553,20.4,35,200,0,0,0,330956,51800,1
425131,18450, 60 months,20.49,493.86,E,8 years,MORTGAGE,55000,Source Verified,debt_consolidation,20.25,0,Aug-02,1,14,0,21242,80.5,34,2956.53,0,0,0,193613,26400,1
353821,9600, 36 months,12.99,323.42,C,2 years,MORTGAGE,46500,Not Verified,debt_consolidation,21.88,0,Mar-00,1,8,0,1199,9.4,31,0,0,0,263,26604,12800,1
124671,8000, 36 months,17.77,288.3,D,10+ years,RENT,50000,Not Verified,other,19.94,1,Jan-01,0,8,0,5476,91.3,17,804.01,0,0,0,23426,6000,1
107098,23325, 60 months,12.35,522.99,B,9 years,MORTGAGE,90000,Verified,debt_consolidation,21.15,0,Apr-90,0,11,0,18937,74.3,19,2735.45,0,0,0,370001,25500,1
87102,26325, 60 months,16.2,642.98,C,10+ years,MORTGAGE,60000,Source Verified,debt_consolidation,28.32,0,Mar-98,0,18,0,35223,60.6,35,0,0,0,0,152271,58100,1
833523,35000, 36 months,16.55,1240.03,D,6 years,RENT,90000,Verified,credit_card,34.12,1,Oct-06,0,12,0,42571,83.8,21,0,0,0,0,74684,50800,1
365802,20000, 60 months,16.99,496.95,D,10+ years,MORTGAGE,90000,Source Verified,debt_consolidation,12.57,0,Nov-86,1,11,1,13069,52.3,32,4556.5,0,0,132,297231,25000,1
345779,16700, 60 months,25.99,499.91,G,10+ years,MORTGAGE,56000,Verified,debt_consolidation,28.12,0,Mar-07,2,11,0,15549,88.9,19,2406.12,0,0,0,159682,17500,1
245182,12600, 36 months,19.24,463.4,E,< 1 year,MORTGAGE,40000,Source Verified,debt_consolidation,36.51,0,Mar-08,1,7,0,3732,52.6,18,0,0,0,0,113419,7100,1
414307,10000, 36 months,6.62,307.04,A,10+ years,MORTGAGE,64000,Source Verified,debt_consolidation,4.84,0,Sep-89,0,11,0,9833,42,34,0,0,0,0,60314,23400,1
412899,35000, 60 months,18.25,893.54,D,9 years,MORTGAGE,104911,Verified,debt_consolidation,18.93,0,Jun-82,2,14,0,49306,61.3,33,5508.7,0,0,0,294397,80400,1
64167,21000, 36 months,11.99,697.41,B,10+ years,MORTGAGE,55000,Source Verified,credit_card,21.96,0,Nov-99,0,16,0,29506,56.9,33,2233.93,0,0,0,112257,51900,1
184384,35000, 60 months,23.83,1003.43,F,1 year,MORTGAGE,160000,Source Verified,debt_consolidation,8.9,2,Apr-86,1,13,0,17231,88.8,35,4245.78,0,0,0,503374,19400,1
263263,2400, 36 months,14.49,82.6,C,9 years,RENT,30000,Not Verified,credit_card,19.04,0,Feb-02,1,8,1,9866,64.1,11,393.6,0,0,0,11794,15400,1
51491,15000, 36 months,9.67,481.69,B,< 1 year,RENT,60000,Source Verified,debt_consolidation,19.86,0,May-04,4,14,0,11681,46.7,26,1563.58,0,0,0,148653,25000,1
77013,28000, 36 months,14.3,961.06,C,1 year,MORTGAGE,170000,Source Verified,debt_consolidation,31.93,0,May-96,4,12,0,91772,93.2,26,3382.72,0,0,0,745036,123400,1
795984,20000, 60 months,16.55,492.23,D,1 year,RENT,85000,Source Verified,medical,12.64,0,May-04,2,6,0,4254,22.5,14,0,0,0,0,39063,18900,1
886557,16950, 60 months,24.5,492.55,F,9 years,RENT,50000,Source Verified,debt_consolidation,17.4,1,Aug-02,0,7,0,11457,63.3,17,0,0,1,0,27208,18100,1
411651,7175, 36 months,14.16,245.79,C,1 year,RENT,20000,Source Verified,debt_consolidation,19.21,0,Oct-02,0,7,0,12978,76.3,23,0,0,0,0,12978,17000,1
424232,17000, 60 months,17.57,427.73,D,8 years,MORTGAGE,57000,Verified,credit_card,16.76,0,Mar-95,0,12,2,7483,18.6,16,0,0,0,0,66578,40200,1
869797,27450, 60 months,15.59,661.57,D,2 years,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,10.55,4,Feb-99,1,8,0,10542,79.3,21,0,0,0,0,197818,13300,1
377633,16000, 36 months,9.17,510.07,B,2 years,RENT,60000,Not Verified,debt_consolidation,25.93,0,Apr-01,3,15,0,7356,20.6,18,0,0,0,0,53459,35700,1
461899,30000, 60 months,19.22,781.86,D,5 years,RENT,85000,Verified,debt_consolidation,32.47,0,Nov-91,1,8,0,14841,47.6,28,0,0,0,0,43854,31200,1
307841,21000, 60 months,14.99,499.48,C,10+ years,MORTGAGE,64000,Source Verified,home_improvement,17.31,0,Aug-97,2,8,0,12518,20.3,22,0,0,0,221,37587,61800,1
123271,26375, 36 months,18.75,963.48,D,n/a,MORTGAGE,62000,Verified,home_improvement,30,0,Aug-99,3,16,0,8923,53.4,38,2479.17,0,0,87,170738,16700,1
134763,4750, 36 months,19.05,174.24,D,< 1 year,RENT,16000,Source Verified,debt_consolidation,17.1,0,Aug-05,1,5,0,6844,56.6,6,562.49,0,0,0,6844,12100,1
398616,21450, 60 months,19.99,568.18,E,1 year,MORTGAGE,130000,Not Verified,debt_consolidation,10.22,1,Sep-98,0,11,0,15839,63.4,18,0,0,0,0,314428,25000,1
163453,12175, 36 months,14.33,418.07,C,1 year,RENT,35000,Verified,debt_consolidation,34.02,0,May-03,0,14,0,13096,56.9,35,0,0,0,0,43257,23000,1
295945,18000, 36 months,14.99,623.89,C,10+ years,MORTGAGE,57000,Verified,debt_consolidation,28.72,0,Aug-94,2,24,1,20754,47.4,65,0,0,0,0,48568,43800,1
201524,6000, 36 months,6.03,182.62,A,7 years,RENT,55000,Verified,small_business,6.48,0,Dec-02,0,13,0,3158,8.3,19,0,0,0,0,9270,38200,1
124946,10125, 36 months,15.8,354.97,C,2 years,RENT,35000,Not Verified,credit_card,27.19,0,May-05,0,12,0,14006,87,20,866.56,0,0,0,76975,16100,1
130150,35000, 36 months,21,1318.63,E,7 years,MORTGAGE,80000,Verified,debt_consolidation,21.26,0,Mar-89,5,9,0,7316,40.9,13,0,0,0,69,32232,17900,1
306247,20000, 60 months,13.35,458.66,C,7 years,MORTGAGE,50000,Source Verified,debt_consolidation,15.75,0,May-03,1,10,0,10422,37.4,45,0,0,0,0,99983,27900,1
147254,22550, 60 months,24.7,657.92,G,2 years,RENT,71000,Verified,small_business,7.18,0,Nov-09,0,5,0,1109,55.4,9,2771.14,0,0,673,8596,2000,1
277523,10000, 60 months,18.99,259.36,E,10+ years,MORTGAGE,48500,Verified,debt_consolidation,33.23,0,Mar-04,1,23,1,14174,58.6,32,0,0,0,0,147244,24200,1
111392,20000, 36 months,18.25,725.56,D,n/a,RENT,48000,Verified,debt_consolidation,17.58,0,Jan-96,1,12,0,28119,77.9,21,2063.56,0,0,0,28119,36100,1
143250,19000, 60 months,21.98,524.55,E,3 years,RENT,55000,Source Verified,debt_consolidation,23.02,0,Sep-03,0,6,0,14496,70.7,10,0,0,0,0,49834,20500,1
439104,12000, 36 months,6.62,368.45,A,< 1 year,RENT,55000,Source Verified,debt_consolidation,18.81,0,Nov-94,1,14,0,6002,16.2,32,0,0,0,0,141874,37100,1
444882,2200, 36 months,12.85,73.97,B,n/a,MORTGAGE,21000,Verified,major_purchase,28.26,0,May-71,3,4,0,2897,90.5,14,0,0,0,1510,36279,3200,1
358645,9350, 36 months,18.99,342.69,E,< 1 year,MORTGAGE,75000,Source Verified,debt_consolidation,17.04,2,Dec-79,2,8,0,8679,82.7,18,0,0,0,772,463088,10500,1
56585,15875, 36 months,24.99,631.11,F,7 years,RENT,97000,Not Verified,other,13.91,0,Sep-90,1,17,0,10334,81.4,23,0,0,0,0,81645,12700,1
386764,2850, 36 months,12.99,96.02,C,< 1 year,RENT,25000,Not Verified,car,14.7,0,Jun-09,1,9,0,6316,43.6,9,375.52,0,0,0,17962,14500,1
59661,9750, 36 months,16.2,343.75,C,10+ years,MORTGAGE,43740,Verified,credit_card,31.93,0,Apr-02,1,14,0,14646,64.8,34,0,0,0,0,190846,22600,1
868994,18350, 60 months,21.99,506.71,E,10+ years,RENT,51200,Verified,debt_consolidation,9.77,0,Nov-99,0,11,0,9541,33.2,70,0,0,0,0,13598,28700,1
274102,24000, 60 months,13.35,550.39,C,3 years,MORTGAGE,80000,Verified,debt_consolidation,23.82,0,Aug-96,0,11,1,9525,45.4,15,0,0,0,1185,127307,21000,1
170848,24000, 36 months,14.33,824.12,C,10+ years,MORTGAGE,90000,Verified,debt_consolidation,15.86,2,Aug-99,0,5,0,2426,97,18,0,0,0,0,590408,2500,1
178770,20000, 36 months,8.9,635.07,A,10+ years,MORTGAGE,93081.6,Verified,debt_consolidation,19.38,0,Jan-00,0,21,0,40372,88.7,40,1175.78,0,0,50,122763,45451,1
885538,8475, 36 months,13.66,288.26,C,< 1 year,RENT,17049.6,Verified,credit_card,27.82,0,Mar-03,0,5,3,11615,74,13,0,0,0,0,11615,15700,1
76177,12000, 60 months,21,324.65,E,7 years,RENT,40000,Verified,debt_consolidation,25.11,0,Jun-06,0,8,0,4873,77.3,13,0,0,0,0,21458,6300,1
332444,12950, 36 months,17.57,465.39,D,n/a,MORTGAGE,36000,Verified,debt_consolidation,26.63,0,Oct-03,2,11,0,23520,58.5,23,0,0,0,0,170796,40200,1
191254,6000, 36 months,7.9,187.75,A,10+ years,MORTGAGE,27000,Not Verified,debt_consolidation,4.62,0,Jun-92,0,5,0,3210,56.3,16,322.36,0,0,0,3210,5800,1
300117,12000, 60 months,18.24,306.3,D,4 years,RENT,85000,Source Verified,debt_consolidation,19.41,0,Apr-01,0,10,0,10057,44.7,13,2114.13,0,0,0,62082,22500,1
202019,20000, 36 months,8.9,635.07,A,10+ years,RENT,85000,Not Verified,debt_consolidation,15.26,0,Dec-99,1,18,0,18602,57.4,21,0,0,0,0,34507,33400,1
282740,16475, 60 months,20.99,445.62,E,4 years,OWN,80500,Source Verified,debt_consolidation,17.16,0,Sep-92,3,12,1,6728,31,32,0,0,0,0,228363,21750,1
184738,6000, 36 months,10.16,194.06,B,7 years,RENT,22000,Verified,debt_consolidation,20.56,0,Feb-05,0,8,0,9052,78.7,9,0,0,0,0,13845,11500,1
56947,19600, 60 months,15.61,472.59,C,4 years,MORTGAGE,45000,Source Verified,debt_consolidation,25.79,2,Jun-93,0,11,0,22544,66.9,24,0,0,0,0,194744,33700,1
252668,4000, 36 months,14.99,138.65,C,10+ years,RENT,33000,Not Verified,debt_consolidation,34.58,0,Oct-01,1,6,0,20789,87,15,0,0,0,0,26719,23900,1
813352,5000, 36 months,14.65,172.48,C,4 years,MORTGAGE,40000,Source Verified,medical,25.77,0,Jul-06,0,9,0,17180,71.9,24,0,0,0,0,155355,23900,1
106168,20400, 36 months,10.64,664.4,B,10+ years,MORTGAGE,106000,Verified,credit_card,14.89,0,Jul-95,0,8,0,17966,50,13,0,0,0,0,219590,35900,1
159388,29175, 60 months,23.63,833.06,F,10+ years,MORTGAGE,65372,Verified,debt_consolidation,24.18,0,Mar-95,1,8,0,23302,82,24,4490.54,0,0,0,65083,28400,1
81516,25000, 36 months,18.55,910.73,D,10+ years,MORTGAGE,77118,Verified,debt_consolidation,13.27,1,Aug-97,1,11,0,29258,93.2,23,0,0,0,0,150537,31400,1
409666,7400, 36 months,16.59,262.33,D,10+ years,RENT,60000,Source Verified,debt_consolidation,24.2,1,Aug-99,2,19,0,10459,76.3,41,1502.48,0,0,0,25681,13700,1
182725,29700, 60 months,15.8,719.1,C,5 years,MORTGAGE,68000,Verified,debt_consolidation,16.36,0,Jan-94,2,8,0,7262,65.4,10,1590.78,0,0,0,189542,11100,1
76782,10000, 36 months,19.2,367.58,D,3 years,MORTGAGE,120000,Verified,other,26.72,0,Mar-94,1,17,0,72193,85.6,35,3712,0,0,0,189996,77900,1
274013,8400, 36 months,16.29,296.53,D,n/a,MORTGAGE,27864,Verified,debt_consolidation,33.81,0,Nov-76,1,12,0,8162,38.3,22,1936.48,0,0,0,21874,21300,1
295005,6000, 36 months,8.39,189.1,A,8 years,OWN,80000,Not Verified,credit_card,21.29,0,Jun-94,2,10,1,4260,0,29,1010.01,0,0,0,401466,55300,1
392263,15000, 60 months,12.49,337.4,B,10+ years,RENT,75000,Source Verified,debt_consolidation,27.87,0,Dec-03,0,16,0,21981,72.3,34,0,0,0,288,44687,30400,1
155361,21000, 60 months,11.14,458.06,B,10+ years,MORTGAGE,365000,Not Verified,debt_consolidation,12.08,0,Jul-74,1,19,0,49568,75.2,44,0,0,0,0,484041,65900,1
434827,14400, 36 months,12.49,481.67,B,2 years,RENT,88000,Not Verified,debt_consolidation,6.4,0,Mar-00,1,9,0,18817,55.7,21,0,0,0,113,24203,33800,1
814140,22400, 60 months,13.99,521.1,C,3 years,MORTGAGE,107000,Verified,credit_card,30.04,0,Aug-98,0,9,0,35297,73.7,19,0,0,0,0,98198,47900,1
82427,23675, 60 months,23.1,668.78,E,3 years,MORTGAGE,84000,Source Verified,small_business,16.27,0,Dec-01,0,10,0,18372,88.3,21,0,0,0,0,382078,20800,1
165286,20700, 36 months,17.27,740.8,C,10+ years,MORTGAGE,47000,Not Verified,debt_consolidation,19.43,0,Jan-96,4,12,0,20291,68.2,36,4440.9,0,0,0,61291,29774,1
144773,20000, 60 months,23.83,573.39,F,2 years,RENT,55000,Verified,other,31.31,0,Jan-97,2,13,0,12606,66.7,28,2355.27,0,0,0,50975,18900,1
282130,26000, 60 months,24.08,749.18,F,10+ years,RENT,95000,Verified,debt_consolidation,26.64,0,Jul-02,1,10,0,35003,97.5,20,4575.7,0,0,0,58530,35900,1
202337,8725, 36 months,18.49,317.58,D,< 1 year,RENT,40000,Not Verified,debt_consolidation,20.83,0,Nov-01,2,6,0,12226,88,17,11.89,0,0,0,29919,13900,1
143144,17050, 60 months,17.27,426.22,C,8 years,MORTGAGE,38700,Verified,debt_consolidation,18.82,0,Jun-00,3,10,0,35682,65.8,31,2336.44,0,0,0,186002,54200,1
459828,17000, 36 months,9.67,545.92,B,10+ years,MORTGAGE,107498,Source Verified,debt_consolidation,25.94,2,Nov-98,1,9,0,3947,26.3,43,0,0,0,0,503308,15000,1
410100,16000, 36 months,11.99,531.36,B,10+ years,MORTGAGE,120000,Verified,credit_card,23.81,0,Jun-99,1,16,0,43770,73.9,24,0,0,0,0,310381,59200,1
114848,7000, 36 months,12.35,233.68,B,< 1 year,RENT,50000,Not Verified,debt_consolidation,12.65,0,Dec-05,0,12,1,9873,33.6,20,0,0,0,0,22003,29400,1
298581,18000, 60 months,18.99,466.84,E,10+ years,MORTGAGE,70000,Verified,debt_consolidation,21.12,0,Jan-94,2,23,0,11597,52,39,3651.6,0,0,0,208003,22300,1
140384,10000, 36 months,12.12,332.72,B,10+ years,MORTGAGE,40000,Not Verified,debt_consolidation,19.5,0,Apr-97,1,21,1,10904,45.6,37,1196.28,0,0,932,173409,23900,1
397960,9175, 36 months,13.65,312.03,C,n/a,RENT,46000,Verified,debt_consolidation,8.61,0,Feb-94,0,10,0,9187,36.5,21,0,1,0,510,9187,25200,1
149788,35000, 60 months,22.95,985.67,F,10+ years,MORTGAGE,97000,Source Verified,debt_consolidation,26.66,0,Mar-98,1,23,0,36805,97.9,58,11613.54,0,0,0,282673,37600,1
379826,5500, 36 months,14.99,190.64,C,7 years,RENT,65000,Source Verified,credit_card,15.02,1,Sep-94,0,9,0,3425,95.1,20,0,0,0,0,26134,3600,1
363926,13200, 60 months,25.8,393.66,G,10+ years,MORTGAGE,40582,Verified,debt_consolidation,26.71,0,Feb-98,2,16,0,13352,94,25,5225,0,0,89,128183,14200,1
295364,20400, 36 months,17.57,733.12,D,3 years,RENT,75000,Source Verified,other,5.69,1,Oct-10,2,5,0,704,6.2,6,0,0,0,0,8003,11300,1
69765,32000, 60 months,18.55,822.2,D,6 years,OWN,92700,Source Verified,debt_consolidation,20.23,0,Nov-88,0,8,0,48330,71.2,24,0,0,0,0,56249,67900,1
192526,6975, 36 months,12.12,232.07,B,5 years,RENT,25000,Not Verified,debt_consolidation,7.87,0,Apr-06,0,5,0,9799,50.9,18,0,0,0,0,9799,19239,1
318216,4000, 36 months,23.43,155.74,F,6 years,RENT,28000,Verified,debt_consolidation,28.31,0,Jul-08,3,10,0,9387,53.9,11,554.8,0,0,0,23876,17400,1
300846,10000, 36 months,22.15,382.69,E,n/a,MORTGAGE,54000,Verified,home_improvement,29.1,0,Apr-05,1,9,0,11362,74.3,23,1700,0,0,464,255570,15300,1
155500,23225, 36 months,8.9,737.47,A,< 1 year,MORTGAGE,88000,Verified,credit_card,18.89,0,May-00,0,14,0,18773,62.8,17,0,0,0,0,336058,29900,1
64580,20675, 60 months,17.76,522.32,D,3 years,MORTGAGE,149000,Verified,debt_consolidation,24.28,0,Mar-93,3,13,0,65386,81.2,30,3642.57,0,0,0,318592,80500,1
250230,6000, 36 months,14.99,207.97,C,4 years,RENT,21000,Verified,debt_consolidation,36.46,2,Jan-08,1,12,0,10760,48.3,15,0,0,0,0,18374,22600,1
182330,18000, 60 months,23.63,513.97,F,10+ years,OWN,120000,Source Verified,other,12.54,1,Mar-94,1,14,0,38583,65.3,29,3193.72,0,0,0,276090,59100,1
170441,16000, 60 months,21,432.86,E,10+ years,MORTGAGE,111000,Source Verified,credit_card,18.97,0,Apr-01,2,13,0,11514,64.3,21,2004.95,0,0,0,219161,17900,1
84291,10750, 36 months,15.1,373.18,C,3 years,RENT,31000,Not Verified,debt_consolidation,24.12,0,May-96,0,10,0,8445,93.8,18,0,0,0,209,24335,9000,1
339998,5000, 36 months,13.35,169.32,C,10+ years,MORTGAGE,78000,Not Verified,debt_consolidation,17.5,0,Sep-84,1,10,0,29360,90.9,43,0,0,0,0,175975,32300,1
183046,11000, 36 months,17.77,396.41,D,5 years,MORTGAGE,80376,Not Verified,debt_consolidation,15.83,1,Mar-95,3,10,0,4119,64.4,18,1088.76,0,0,0,306232,6400,1
124324,13750, 36 months,18.49,500.49,D,10+ years,RENT,55000,Verified,small_business,4.36,0,Feb-01,1,9,1,9032,59.8,14,3030.02,0,0,0,9032,15100,1
414258,16000, 36 months,18.92,585.85,D,10+ years,MORTGAGE,92000,Not Verified,debt_consolidation,16.4,0,May-97,2,14,0,34750,57.7,37,5538.31,0,0,0,169718,60200,1
70805,9250, 36 months,17.1,330.25,C,10+ years,RENT,42000,Verified,other,7.43,0,Jul-01,0,8,1,9301,76.2,19,0,0,0,0,9301,12200,1
457420,14675, 60 months,22.9,412.86,E,3 years,RENT,44000,Verified,debt_consolidation,20.87,0,Apr-02,0,10,0,12330,57.1,20,0,0,0,0,51625,21600,1
94113,5500, 36 months,20.31,205.27,D,n/a,RENT,20000,Source Verified,other,25.8,0,Dec-97,0,9,0,8658,62.7,23,0,0,0,0,10662,13800,1
114894,5000, 36 months,19.52,184.6,D,10+ years,RENT,17000,Verified,vacation,19.62,0,Oct-96,0,10,0,5256,38.9,13,573.64,0,0,98,5256,13500,1
195572,12000, 36 months,12.12,399.26,B,n/a,RENT,50756,Verified,credit_card,27.57,0,Dec-97,0,11,0,16648,88.1,29,2704.15,0,0,0,109731,18900,1
191559,7200, 36 months,17.77,259.47,D,1 year,MORTGAGE,68000,Verified,debt_consolidation,11.82,0,Jan-91,0,9,0,11001,62.5,28,0,0,0,0,64140,17600,1
